trade_date,industry_code,factor,total,non_missing,coverage
2022-07-20,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-07-20,TECH,gross_margin_stability,10,10,1.0
2022-07-21,BANK,gross_margin_stability,10,10,1.0
2022-07-21,CONSUMER,gross_margin_stability,10,10,1.0
2022-07-21,ENERGY,gross_margin_stability,10,10,1.0
2022-07-21,HEALTH,gross_margin_stability,10,10,1.0
2022-07-21,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-07-21,TECH,gross_margin_stability,10,10,1.0
2022-07-22,BANK,gross_margin_stability,10,10,1.0
2022-07-22,CONSUMER,gross_margin_stability,10,10,1.0
2022-07-22,ENERGY,gross_margin_stability,10,10,1.0
2022-07-22,HEALTH,gross_margin_stability,10,10,1.0
2022-07-22,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-07-22,TECH,gross_margin_stability,10,10,1.0
2022-07-25,BANK,gross_margin_stability,10,10,1.0
2022-07-25,CONSUMER,gross_margin_stability,10,10,1.0
2022-07-25,ENERGY,gross_margin_stability,10,10,1.0
2022-07-25,HEALTH,gross_margin_stability,10,10,1.0
2022-07-25,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-07-25,TECH,gross_margin_stability,10,10,1.0
2022-07-26,BANK,gross_margin_stability,10,10,1.0
2022-07-26,CONSUMER,gross_margin_stability,10,10,1.0
2022-07-26,ENERGY,gross_margin_stability,10,10,1.0
2022-07-26,HEALTH,gross_margin_stability,10,10,1.0
2022-07-26,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-07-26,TECH,gross_margin_stability,10,10,1.0
2022-07-27,BANK,gross_margin_stability,10,10,1.0
2022-07-27,CONSUMER,gross_margin_stability,10,10,1.0
2022-07-27,ENERGY,gross_margin_stability,10,10,1.0
2022-07-27,HEALTH,gross_margin_stability,10,10,1.0
2022-07-27,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-07-27,TECH,gross_margin_stability,10,10,1.0
2022-07-28,BANK,gross_margin_stability,10,10,1.0
2022-07-28,CONSUMER,gross_margin_stability,10,10,1.0
2022-07-28,ENERGY,gross_margin_stability,10,10,1.0
2022-07-28,HEALTH,gross_margin_stability,10,10,1.0
2022-07-28,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-07-28,TECH,gross_margin_stability,10,10,1.0
2022-07-29,BANK,gross_margin_stability,10,10,1.0
2022-07-29,CONSUMER,gross_margin_stability,10,10,1.0
2022-07-29,ENERGY,gross_margin_stability,10,10,1.0
2022-07-29,HEALTH,gross_margin_stability,10,10,1.0
2022-07-29,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-07-29,TECH,gross_margin_stability,10,10,1.0
2022-08-01,BANK,gross_margin_stability,10,10,1.0
2022-08-01,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-01,ENERGY,gross_margin_stability,10,10,1.0
2022-08-01,HEALTH,gross_margin_stability,10,10,1.0
2022-08-01,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-01,TECH,gross_margin_stability,10,10,1.0
2022-08-02,BANK,gross_margin_stability,10,10,1.0
2022-08-02,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-02,ENERGY,gross_margin_stability,10,10,1.0
2022-08-02,HEALTH,gross_margin_stability,10,10,1.0
2022-08-02,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-02,TECH,gross_margin_stability,10,10,1.0
2022-08-03,BANK,gross_margin_stability,10,10,1.0
2022-08-03,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-03,ENERGY,gross_margin_stability,10,10,1.0
2022-08-03,HEALTH,gross_margin_stability,10,10,1.0
2022-08-03,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-03,TECH,gross_margin_stability,10,10,1.0
2022-08-04,BANK,gross_margin_stability,10,10,1.0
2022-08-04,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-04,ENERGY,gross_margin_stability,10,10,1.0
2022-08-04,HEALTH,gross_margin_stability,10,10,1.0
2022-08-04,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-04,TECH,gross_margin_stability,10,10,1.0
2022-08-05,BANK,gross_margin_stability,10,10,1.0
2022-08-05,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-05,ENERGY,gross_margin_stability,10,10,1.0
2022-08-05,HEALTH,gross_margin_stability,10,10,1.0
2022-08-05,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-05,TECH,gross_margin_stability,10,10,1.0
2022-08-08,BANK,gross_margin_stability,10,10,1.0
2022-08-08,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-08,ENERGY,gross_margin_stability,10,10,1.0
2022-08-08,HEALTH,gross_margin_stability,10,10,1.0
2022-08-08,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-08,TECH,gross_margin_stability,10,10,1.0
2022-08-09,BANK,gross_margin_stability,10,10,1.0
2022-08-09,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-09,ENERGY,gross_margin_stability,10,10,1.0
2022-08-09,HEALTH,gross_margin_stability,10,10,1.0
2022-08-09,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-09,TECH,gross_margin_stability,10,10,1.0
2022-08-10,BANK,gross_margin_stability,10,10,1.0
2022-08-10,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-10,ENERGY,gross_margin_stability,10,10,1.0
2022-08-10,HEALTH,gross_margin_stability,10,10,1.0
2022-08-10,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-10,TECH,gross_margin_stability,10,10,1.0
2022-08-11,BANK,gross_margin_stability,10,10,1.0
2022-08-11,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-11,ENERGY,gross_margin_stability,10,10,1.0
2022-08-11,HEALTH,gross_margin_stability,10,10,1.0
2022-08-11,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-11,TECH,gross_margin_stability,10,10,1.0
2022-08-12,BANK,gross_margin_stability,10,10,1.0
2022-08-12,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-12,ENERGY,gross_margin_stability,10,10,1.0
2022-08-12,HEALTH,gross_margin_stability,10,10,1.0
2022-08-12,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-12,TECH,gross_margin_stability,10,10,1.0
2022-08-15,BANK,gross_margin_stability,10,10,1.0
2022-08-15,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-15,ENERGY,gross_margin_stability,10,10,1.0
2022-08-15,HEALTH,gross_margin_stability,10,10,1.0
2022-08-15,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-15,TECH,gross_margin_stability,10,10,1.0
2022-08-16,BANK,gross_margin_stability,10,10,1.0
2022-08-16,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-16,ENERGY,gross_margin_stability,10,10,1.0
2022-08-16,HEALTH,gross_margin_stability,10,10,1.0
2022-08-16,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-16,TECH,gross_margin_stability,10,10,1.0
2022-08-17,BANK,gross_margin_stability,10,10,1.0
2022-08-17,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-17,ENERGY,gross_margin_stability,10,10,1.0
2022-08-17,HEALTH,gross_margin_stability,10,10,1.0
2022-08-17,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-17,TECH,gross_margin_stability,10,10,1.0
2022-08-18,BANK,gross_margin_stability,10,10,1.0
2022-08-18,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-18,ENERGY,gross_margin_stability,10,10,1.0
2022-08-18,HEALTH,gross_margin_stability,10,10,1.0
2022-08-18,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-18,TECH,gross_margin_stability,10,10,1.0
2022-08-19,BANK,gross_margin_stability,10,10,1.0
2022-08-19,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-19,ENERGY,gross_margin_stability,10,10,1.0
2022-08-19,HEALTH,gross_margin_stability,10,10,1.0
2022-08-19,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-19,TECH,gross_margin_stability,10,10,1.0
2022-08-22,BANK,gross_margin_stability,10,10,1.0
2022-08-22,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-22,ENERGY,gross_margin_stability,10,10,1.0
2022-08-22,HEALTH,gross_margin_stability,10,10,1.0
2022-08-22,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-22,TECH,gross_margin_stability,10,10,1.0
2022-08-23,BANK,gross_margin_stability,10,10,1.0
2022-08-23,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-23,ENERGY,gross_margin_stability,10,10,1.0
2022-08-23,HEALTH,gross_margin_stability,10,10,1.0
2022-08-23,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-23,TECH,gross_margin_stability,10,10,1.0
2022-08-24,BANK,gross_margin_stability,10,10,1.0
2022-08-24,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-24,ENERGY,gross_margin_stability,10,10,1.0
2022-08-24,HEALTH,gross_margin_stability,10,10,1.0
2022-08-24,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-24,TECH,gross_margin_stability,10,10,1.0
2022-08-25,BANK,gross_margin_stability,10,10,1.0
2022-08-25,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-25,ENERGY,gross_margin_stability,10,10,1.0
2022-08-25,HEALTH,gross_margin_stability,10,10,1.0
2022-08-25,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-25,TECH,gross_margin_stability,10,10,1.0
2022-08-26,BANK,gross_margin_stability,10,10,1.0
2022-08-26,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-26,ENERGY,gross_margin_stability,10,10,1.0
2022-08-26,HEALTH,gross_margin_stability,10,10,1.0
2022-08-26,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-26,TECH,gross_margin_stability,10,10,1.0
2022-08-29,BANK,gross_margin_stability,10,10,1.0
2022-08-29,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-29,ENERGY,gross_margin_stability,10,10,1.0
2022-08-29,HEALTH,gross_margin_stability,10,10,1.0
2022-08-29,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-29,TECH,gross_margin_stability,10,10,1.0
2022-08-30,BANK,gross_margin_stability,10,10,1.0
2022-08-30,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-30,ENERGY,gross_margin_stability,10,10,1.0
2022-08-30,HEALTH,gross_margin_stability,10,10,1.0
2022-08-30,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-30,TECH,gross_margin_stability,10,10,1.0
2022-08-31,BANK,gross_margin_stability,10,10,1.0
2022-08-31,CONSUMER,gross_margin_stability,10,10,1.0
2022-08-31,ENERGY,gross_margin_stability,10,10,1.0
2022-08-31,HEALTH,gross_margin_stability,10,10,1.0
2022-08-31,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-08-31,TECH,gross_margin_stability,10,10,1.0
2022-09-01,BANK,gross_margin_stability,10,10,1.0
2022-09-01,CONSUMER,gross_margin_stability,10,10,1.0
2022-09-01,ENERGY,gross_margin_stability,10,10,1.0
2022-09-01,HEALTH,gross_margin_stability,10,10,1.0
2022-09-01,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-09-01,TECH,gross_margin_stability,10,10,1.0
2022-09-02,BANK,gross_margin_stability,10,10,1.0
2022-09-02,CONSUMER,gross_margin_stability,10,10,1.0
2022-09-02,ENERGY,gross_margin_stability,10,10,1.0
2022-09-02,HEALTH,gross_margin_stability,10,10,1.0
2022-09-02,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-09-02,TECH,gross_margin_stability,10,10,1.0
2022-09-05,BANK,gross_margin_stability,10,10,1.0
2022-09-05,CONSUMER,gross_margin_stability,10,10,1.0
2022-09-05,ENERGY,gross_margin_stability,10,10,1.0
2022-09-05,HEALTH,gross_margin_stability,10,10,1.0
2022-09-05,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-09-05,TECH,gross_margin_stability,10,10,1.0
2022-09-06,BANK,gross_margin_stability,10,10,1.0
2022-09-06,CONSUMER,gross_margin_stability,10,10,1.0
2022-09-06,ENERGY,gross_margin_stability,10,10,1.0
2022-09-06,HEALTH,gross_margin_stability,10,10,1.0
2022-09-06,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-09-06,TECH,gross_margin_stability,10,10,1.0
2022-09-07,BANK,gross_margin_stability,10,10,1.0
2022-09-07,CONSUMER,gross_margin_stability,10,10,1.0
2022-09-07,ENERGY,gross_margin_stability,10,10,1.0
2022-09-07,HEALTH,gross_margin_stability,10,10,1.0
2022-09-07,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-09-07,TECH,gross_margin_stability,10,10,1.0
2022-09-08,BANK,gross_margin_stability,10,10,1.0
2022-09-08,CONSUMER,gross_margin_stability,10,10,1.0
2022-09-08,ENERGY,gross_margin_stability,10,10,1.0
2022-09-08,HEALTH,gross_margin_stability,10,10,1.0
2022-09-08,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-09-08,TECH,gross_margin_stability,10,10,1.0
2022-09-09,BANK,gross_margin_stability,10,10,1.0
2022-09-09,CONSUMER,gross_margin_stability,10,10,1.0
2022-09-09,ENERGY,gross_margin_stability,10,10,1.0
2022-09-09,HEALTH,gross_margin_stability,10,10,1.0
2022-09-09,INDUSTRIAL,gross_margin_stability,10,10,1.0
2022-09-09,TECH,gross_margin_stability,10,10,1.0
2022-06-20,BANK,debt_ratio,10,10,1.0
2022-06-20,CONSUMER,debt_ratio,10,10,1.0
2022-06-20,ENERGY,debt_ratio,10,10,1.0
2022-06-20,HEALTH,debt_ratio,10,10,1.0
2022-06-20,INDUSTRIAL,debt_ratio,10,10,1.0
2022-06-20,TECH,debt_ratio,10,10,1.0
2022-06-21,BANK,debt_ratio,10,10,1.0
2022-06-21,CONSUMER,debt_ratio,10,10,1.0
2022-06-21,ENERGY,debt_ratio,10,10,1.0
2022-06-21,HEALTH,debt_ratio,10,10,1.0
2022-06-21,INDUSTRIAL,debt_ratio,10,10,1.0
2022-06-21,TECH,debt_ratio,10,10,1.0
2022-06-22,BANK,debt_ratio,10,10,1.0
2022-06-22,CONSUMER,debt_ratio,10,10,1.0
2022-06-22,ENERGY,debt_ratio,10,10,1.0
2022-06-22,HEALTH,debt_ratio,10,10,1.0
2022-06-22,INDUSTRIAL,debt_ratio,10,10,1.0
2022-06-22,TECH,debt_ratio,10,10,1.0
2022-06-23,BANK,debt_ratio,10,10,1.0
2022-06-23,CONSUMER,debt_ratio,10,10,1.0
2022-06-23,ENERGY,debt_ratio,10,10,1.0
2022-06-23,HEALTH,debt_ratio,10,10,1.0
2022-06-23,INDUSTRIAL,debt_ratio,10,10,1.0
2022-06-23,TECH,debt_ratio,10,10,1.0
2022-06-24,BANK,debt_ratio,10,10,1.0
2022-06-24,CONSUMER,debt_ratio,10,10,1.0
2022-06-24,ENERGY,debt_ratio,10,10,1.0
2022-06-24,HEALTH,debt_ratio,10,10,1.0
2022-06-24,INDUSTRIAL,debt_ratio,10,10,1.0
2022-06-24,TECH,debt_ratio,10,10,1.0
2022-06-27,BANK,debt_ratio,10,10,1.0
2022-06-27,CONSUMER,debt_ratio,10,10,1.0
2022-06-27,ENERGY,debt_ratio,10,10,1.0
2022-06-27,HEALTH,debt_ratio,10,10,1.0
2022-06-27,INDUSTRIAL,debt_ratio,10,10,1.0
2022-06-27,TECH,debt_ratio,10,10,1.0
2022-06-28,BANK,debt_ratio,10,10,1.0
2022-06-28,CONSUMER,debt_ratio,10,10,1.0
2022-06-28,ENERGY,debt_ratio,10,10,1.0
2022-06-28,HEALTH,debt_ratio,10,10,1.0
2022-06-28,INDUSTRIAL,debt_ratio,10,10,1.0
2022-06-28,TECH,debt_ratio,10,10,1.0
2022-06-29,BANK,debt_ratio,10,10,1.0
2022-06-29,CONSUMER,debt_ratio,10,10,1.0
2022-06-29,ENERGY,debt_ratio,10,10,1.0
2022-06-29,HEALTH,debt_ratio,10,10,1.0
2022-06-29,INDUSTRIAL,debt_ratio,10,10,1.0
2022-06-29,TECH,debt_ratio,10,10,1.0
2022-06-30,BANK,debt_ratio,10,10,1.0
2022-06-30,CONSUMER,debt_ratio,10,10,1.0
2022-06-30,ENERGY,debt_ratio,10,10,1.0
2022-06-30,HEALTH,debt_ratio,10,10,1.0
2022-06-30,INDUSTRIAL,debt_ratio,10,10,1.0
2022-06-30,TECH,debt_ratio,10,10,1.0
2022-07-01,BANK,debt_ratio,10,10,1.0
2022-07-01,CONSUMER,debt_ratio,10,10,1.0
2022-07-01,ENERGY,debt_ratio,10,10,1.0
2022-07-01,HEALTH,debt_ratio,10,10,1.0
2022-07-01,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-01,TECH,debt_ratio,10,10,1.0
2022-07-04,BANK,debt_ratio,10,10,1.0
2022-07-04,CONSUMER,debt_ratio,10,10,1.0
2022-07-04,ENERGY,debt_ratio,10,10,1.0
2022-07-04,HEALTH,debt_ratio,10,10,1.0
2022-07-04,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-04,TECH,debt_ratio,10,10,1.0
2022-07-05,BANK,debt_ratio,10,10,1.0
2022-07-05,CONSUMER,debt_ratio,10,10,1.0
2022-07-05,ENERGY,debt_ratio,10,10,1.0
2022-07-05,HEALTH,debt_ratio,10,10,1.0
2022-07-05,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-05,TECH,debt_ratio,10,10,1.0
2022-07-06,BANK,debt_ratio,10,10,1.0
2022-07-06,CONSUMER,debt_ratio,10,10,1.0
2022-07-06,ENERGY,debt_ratio,10,10,1.0
2022-07-06,HEALTH,debt_ratio,10,10,1.0
2022-07-06,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-06,TECH,debt_ratio,10,10,1.0
2022-07-07,BANK,debt_ratio,10,10,1.0
2022-07-07,CONSUMER,debt_ratio,10,10,1.0
2022-07-07,ENERGY,debt_ratio,10,10,1.0
2022-07-07,HEALTH,debt_ratio,10,10,1.0
2022-07-07,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-07,TECH,debt_ratio,10,10,1.0
2022-07-08,BANK,debt_ratio,10,10,1.0
2022-07-08,CONSUMER,debt_ratio,10,10,1.0
2022-07-08,ENERGY,debt_ratio,10,10,1.0
2022-07-08,HEALTH,debt_ratio,10,10,1.0
2022-07-08,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-08,TECH,debt_ratio,10,10,1.0
2022-07-11,BANK,debt_ratio,10,10,1.0
2022-07-11,CONSUMER,debt_ratio,10,10,1.0
2022-07-11,ENERGY,debt_ratio,10,10,1.0
2022-07-11,HEALTH,debt_ratio,10,10,1.0
2022-07-11,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-11,TECH,debt_ratio,10,10,1.0
2022-07-12,BANK,debt_ratio,10,10,1.0
2022-07-12,CONSUMER,debt_ratio,10,10,1.0
2022-07-12,ENERGY,debt_ratio,10,10,1.0
2022-07-12,HEALTH,debt_ratio,10,10,1.0
2022-07-12,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-12,TECH,debt_ratio,10,10,1.0
2022-07-13,BANK,debt_ratio,10,10,1.0
2022-07-13,CONSUMER,debt_ratio,10,10,1.0
2022-07-13,ENERGY,debt_ratio,10,10,1.0
2022-07-13,HEALTH,debt_ratio,10,10,1.0
2022-07-13,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-13,TECH,debt_ratio,10,10,1.0
2022-07-14,BANK,debt_ratio,10,10,1.0
2022-07-14,CONSUMER,debt_ratio,10,10,1.0
2022-07-14,ENERGY,debt_ratio,10,10,1.0
2022-07-14,HEALTH,debt_ratio,10,10,1.0
2022-07-14,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-14,TECH,debt_ratio,10,10,1.0
2022-07-15,BANK,debt_ratio,10,10,1.0
2022-07-15,CONSUMER,debt_ratio,10,10,1.0
2022-07-15,ENERGY,debt_ratio,10,10,1.0
2022-07-15,HEALTH,debt_ratio,10,10,1.0
2022-07-15,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-15,TECH,debt_ratio,10,10,1.0
2022-07-18,BANK,debt_ratio,10,10,1.0
2022-07-18,CONSUMER,debt_ratio,10,10,1.0
2022-07-18,ENERGY,debt_ratio,10,10,1.0
2022-07-18,HEALTH,debt_ratio,10,10,1.0
2022-07-18,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-18,TECH,debt_ratio,10,10,1.0
2022-07-19,BANK,debt_ratio,10,10,1.0
2022-07-19,CONSUMER,debt_ratio,10,10,1.0
2022-07-19,ENERGY,debt_ratio,10,10,1.0
2022-07-19,HEALTH,debt_ratio,10,10,1.0
2022-07-19,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-19,TECH,debt_ratio,10,10,1.0
2022-07-20,BANK,debt_ratio,10,10,1.0
2022-07-20,CONSUMER,debt_ratio,10,10,1.0
2022-07-20,ENERGY,debt_ratio,10,10,1.0
2022-07-20,HEALTH,debt_ratio,10,10,1.0
2022-07-20,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-20,TECH,debt_ratio,10,10,1.0
2022-07-21,BANK,debt_ratio,10,10,1.0
2022-07-21,CONSUMER,debt_ratio,10,10,1.0
2022-07-21,ENERGY,debt_ratio,10,10,1.0
2022-07-21,HEALTH,debt_ratio,10,10,1.0
2022-07-21,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-21,TECH,debt_ratio,10,10,1.0
2022-07-22,BANK,debt_ratio,10,10,1.0
2022-07-22,CONSUMER,debt_ratio,10,10,1.0
2022-07-22,ENERGY,debt_ratio,10,10,1.0
2022-07-22,HEALTH,debt_ratio,10,10,1.0
2022-07-22,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-22,TECH,debt_ratio,10,10,1.0
2022-07-25,BANK,debt_ratio,10,10,1.0
2022-07-25,CONSUMER,debt_ratio,10,10,1.0
2022-07-25,ENERGY,debt_ratio,10,10,1.0
2022-07-25,HEALTH,debt_ratio,10,10,1.0
2022-07-25,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-25,TECH,debt_ratio,10,10,1.0
2022-07-26,BANK,debt_ratio,10,10,1.0
2022-07-26,CONSUMER,debt_ratio,10,10,1.0
2022-07-26,ENERGY,debt_ratio,10,10,1.0
2022-07-26,HEALTH,debt_ratio,10,10,1.0
2022-07-26,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-26,TECH,debt_ratio,10,10,1.0
2022-07-27,BANK,debt_ratio,10,10,1.0
2022-07-27,CONSUMER,debt_ratio,10,10,1.0
2022-07-27,ENERGY,debt_ratio,10,10,1.0
2022-07-27,HEALTH,debt_ratio,10,10,1.0
2022-07-27,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-27,TECH,debt_ratio,10,10,1.0
2022-07-28,BANK,debt_ratio,10,10,1.0
2022-07-28,CONSUMER,debt_ratio,10,10,1.0
2022-07-28,ENERGY,debt_ratio,10,10,1.0
2022-07-28,HEALTH,debt_ratio,10,10,1.0
2022-07-28,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-28,TECH,debt_ratio,10,10,1.0
2022-07-29,BANK,debt_ratio,10,10,1.0
2022-07-29,CONSUMER,debt_ratio,10,10,1.0
2022-07-29,ENERGY,debt_ratio,10,10,1.0
2022-07-29,HEALTH,debt_ratio,10,10,1.0
2022-07-29,INDUSTRIAL,debt_ratio,10,10,1.0
2022-07-29,TECH,debt_ratio,10,10,1.0
2022-08-01,BANK,debt_ratio,10,10,1.0
2022-08-01,CONSUMER,debt_ratio,10,10,1.0
2022-08-01,ENERGY,debt_ratio,10,10,1.0
2022-08-01,HEALTH,debt_ratio,10,10,1.0
2022-08-01,INDUSTRIAL,debt_ratio,10,10,1.0
2022-08-01,TECH,debt_ratio,10,10,1.0
2022-08-02,BANK,debt_ratio,10,10,1.0
2022-08-02,CONSUMER,debt_ratio,10,10,1.0
2022-08-02,ENERGY,debt_ratio,10,10,1.0
2022-08-02,HEALTH,debt_ratio,10,10,1.0
2022-08-02,INDUSTRIAL,debt_ratio,10,10,1.0
2022-08-02,TECH,debt_ratio,10,10,1.0
2022-08-03,BANK,debt_ratio,10,10,1.0
2022-08-03,CONSUMER,debt_ratio,10,10,1.0
2022-08-03,ENERGY,debt_ratio,10,10,1.0
2022-08-03,HEALTH,debt_ratio,10,10,1.0
2022-08-03,INDUSTRIAL,debt_ratio,10,10,1.0
2022-08-03,TECH,debt_ratio,10,10,1.0
2022-08-04,BANK,debt_ratio,10,10,1.0
2022-08-04,CONSUMER,debt_ratio,10,10,1.0
2022-08-04,ENERGY,debt_ratio,10,10,1.0
2022-08-04,HEALTH,debt_ratio,10,10,1.0
2022-08-04,INDUSTRIAL,debt_ratio,10,10,1.0
2022-08-04,TECH,debt_ratio,10,10,1.0
2022-08-05,BANK,debt_ratio,10,10,1.0
2022-08-05,CONSUMER,debt_ratio,10,10,1.0
2022-08-05,ENERGY,debt_ratio,10,10,1.0
2022-08-05,HEALTH,debt_ratio,10,10,1.0
2022-08-05,INDUSTRIAL,debt_ratio,10,10,1.0
2022-08-05,TECH,debt_ratio,10,10,1.0
2022-08-08,BANK,debt_ratio,10,10,1.0
2022-08-08,CONSUMER,debt_ratio,10,10,1.0
2022-08-08,ENERGY,debt_ratio,10,10,1.0
2022-08-08,HEALTH,debt_ratio,10,10,1.0
2022-08-08,INDUSTRIAL,debt_ratio,10,10,1.0
2022-08-08,TECH,debt_ratio,10,10,1.0
2022-08-09,BANK,debt_ratio,10,10,1.0
2022-08-09,CONSUMER,debt_ratio,10,10,1.0
2022-08-09,ENERGY,debt_ratio,10,10,1.0
2022-08-09,HEALTH,debt_ratio,10,10,1.0
2022-08-09,INDUSTRIAL,debt_ratio,10,10,1.0
2022-08-09,TECH,debt_ratio,10,10,1.0
2022-08-10,BANK,debt_ratio,10,10,1.0
2022-08-10,CONSUMER,debt_ratio,10,10,1.0
2022-08-10,ENERGY,debt_ratio,10,10,1.0
2022-08-10,HEALTH,debt_ratio,10,10,1.0
2022-08-10,INDUSTRIAL,debt_ratio,10,10,1.0
2022-08-10,TECH,debt_ratio,10,10,1.0
2022-08-11,BANK,debt_ratio,10,10,1.0
2022-08-11,CONSUMER,debt_ratio,10,10,1.0
2022-08-11,ENERGY,debt_ratio,10,10,1.0
2022-08-11,HEALTH,debt_ratio,10,10,1.0
2022-08-11,INDUSTRIAL,debt_ratio,10,10,1.0
2022-08-11,TECH,debt_ratio,10,10,1.0
2022-08-12,BANK,debt_ratio,10,10,1.0
2022-08-12,CONSUMER,debt_ratio,10,10,1.0
2022-08-12,ENERGY,debt_ratio,10,10,1.0
2022-08-12,HEALTH,debt_ratio,10,10,1.0
2022-08-12,INDUSTRIAL,debt_ratio,10,10,1.0
2022-08-12,TECH,debt_ratio,10,10,1.0
2022-08-15,BANK,debt_ratio,10,10,1.0
2022-08-15,CONSUMER,debt_ratio,10,10,1.0
2022-08-15,ENERGY,debt_ratio,10,10,1.0
2022-08-15,HEALTH,debt_ratio,10,10,1.0
2022-08-15,INDUSTRIAL,debt_ratio,10,10,1.0
2022-08-15,TECH,debt_ratio,10,10,1.0
2022-08-16,BANK,debt_ratio,10,10,1.0
2022-08-16,CONSUMER,debt_ratio,10,10,1.0
2022-08-16,ENERGY,debt_ratio,10,10,1.0
2022-08-16,HEALTH,debt_ratio,10,10,1.0
2022-08-16,INDUSTRIAL,debt_ratio,10,10,1.0
2022-08-16,TECH,debt_ratio,10,10,1.0
2022-08-17,BANK,debt_ratio,10,10,1.0
2022-08-17,CONSUMER,debt_ratio,10,10,1.0
2022-08-17,ENERGY,debt_ratio,10,10,1.0
2022-08-17,HEALTH,debt_ratio,10,10,1.0
