trade_date,factor,step,non_missing,mean,std,min,q25,median,q75,max,clipped_count
2022-02-08,idio_vol_60,raw,0,,,,,,,,0
2022-02-09,idio_vol_60,raw,0,,,,,,,,0
2022-02-10,idio_vol_60,raw,0,,,,,,,,0
2022-02-11,idio_vol_60,raw,0,,,,,,,,0
2022-02-14,idio_vol_60,raw,0,,,,,,,,0
2022-02-15,idio_vol_60,raw,0,,,,,,,,0
2022-02-16,idio_vol_60,raw,0,,,,,,,,0
2022-02-17,idio_vol_60,raw,0,,,,,,,,0
2022-02-18,idio_vol_60,raw,0,,,,,,,,0
2022-02-21,idio_vol_60,raw,0,,,,,,,,0
2022-02-22,idio_vol_60,raw,0,,,,,,,,0
2022-02-23,idio_vol_60,raw,0,,,,,,,,0
2022-02-24,idio_vol_60,raw,0,,,,,,,,0
2022-02-25,idio_vol_60,raw,0,,,,,,,,0
2022-02-28,idio_vol_60,raw,0,,,,,,,,0
2022-03-01,idio_vol_60,raw,0,,,,,,,,0
2022-03-02,idio_vol_60,raw,0,,,,,,,,0
2022-03-03,idio_vol_60,raw,0,,,,,,,,0
2022-03-04,idio_vol_60,raw,0,,,,,,,,0
2022-03-07,idio_vol_60,raw,0,,,,,,,,0
2022-03-08,idio_vol_60,raw,0,,,,,,,,0
2022-03-09,idio_vol_60,raw,0,,,,,,,,0
2022-03-10,idio_vol_60,raw,0,,,,,,,,0
2022-03-11,idio_vol_60,raw,0,,,,,,,,0
2022-03-14,idio_vol_60,raw,0,,,,,,,,0
2022-03-15,idio_vol_60,raw,0,,,,,,,,0
2022-03-16,idio_vol_60,raw,0,,,,,,,,0
2022-03-17,idio_vol_60,raw,0,,,,,,,,0
2022-03-18,idio_vol_60,raw,0,,,,,,,,0
2022-03-21,idio_vol_60,raw,0,,,,,,,,0
2022-03-22,idio_vol_60,raw,0,,,,,,,,0
2022-03-23,idio_vol_60,raw,0,,,,,,,,0
2022-03-24,idio_vol_60,raw,0,,,,,,,,0
2022-03-25,idio_vol_60,raw,60,-0.01758982533317906,0.0019026071546843898,-0.021652636375156433,-0.019062688538679116,-0.017432043661355482,-0.016288568777703415,-0.013570196891649351,0
2022-03-28,idio_vol_60,raw,60,-0.01747115647981678,0.001860115850752126,-0.021659973419218874,-0.019122146562788874,-0.01720249165587797,-0.016199373403981098,-0.013403318985648116,0
2022-03-29,idio_vol_60,raw,60,-0.017554373711354765,0.001816029527305424,-0.021829589510181414,-0.01906336183521959,-0.017561298715820527,-0.01609728235754871,-0.013792207828950024,0
2022-03-30,idio_vol_60,raw,60,-0.0175204122131691,0.001797319748356636,-0.021489283283077587,-0.019186013431213622,-0.017446911261416988,-0.016038011542166927,-0.014169532353104735,0
2022-03-31,idio_vol_60,raw,60,-0.01749234307569222,0.0017995398528023391,-0.0217481178699686,-0.019223549724753604,-0.017392462067187704,-0.01599782203209261,-0.01435897082122518,0
2022-04-01,idio_vol_60,raw,60,-0.017461239834807036,0.0017703770981240886,-0.02193791135798216,-0.019165256399495758,-0.017305980183013717,-0.01611796999682221,-0.014158830040854713,0
2022-04-04,idio_vol_60,raw,60,-0.01741608900853408,0.0017510293452751415,-0.021645998582890093,-0.01897814096005052,-0.017341097701712563,-0.01616294439832513,-0.014096580877726235,0
2022-04-05,idio_vol_60,raw,60,-0.017431804522432662,0.001746757829342554,-0.021743512498244657,-0.01874535771582445,-0.01742291118828894,-0.016050208355340122,-0.013899934431050115,0
2022-04-06,idio_vol_60,raw,60,-0.017394557288842854,0.001698208057634994,-0.021487537310740004,-0.018580919986118632,-0.017293819910090946,-0.016466877445736598,-0.013920388720056987,0
2022-04-07,idio_vol_60,raw,60,-0.01736326276911599,0.0017433962007229616,-0.021637033678950267,-0.018399878637758854,-0.017368736395961443,-0.01634050535332987,-0.013739336907414818,0
2022-04-08,idio_vol_60,raw,60,-0.01733777835893524,0.0018164392627294844,-0.021662687685965073,-0.018278699350180883,-0.017289432535540383,-0.01623255435177996,-0.0138196229004376,0
2022-04-11,idio_vol_60,raw,60,-0.017369780837480395,0.001871400424992884,-0.021390360559780473,-0.0185447077338861,-0.017247677216143287,-0.016152871752332376,-0.013698653038110546,0
2022-04-12,idio_vol_60,raw,60,-0.017414415830687834,0.0017888736365116477,-0.021374133706481155,-0.01860807355591208,-0.017288069366696836,-0.016319279925284643,-0.013946482831979383,0
2022-04-13,idio_vol_60,raw,60,-0.017416684986319344,0.0017905887219392916,-0.02118601281468916,-0.01852415770917113,-0.01746309769051261,-0.016283660023125344,-0.013822612893875357,0
2022-04-14,idio_vol_60,raw,60,-0.017399670142516654,0.0016980557482772,-0.020939503384598875,-0.018365700463472415,-0.017450564104350454,-0.016252853988839938,-0.01418560265775156,0
2022-04-15,idio_vol_60,raw,60,-0.017392953366629695,0.0016725274852322752,-0.02076602341666978,-0.01840795128562547,-0.0175478650583262,-0.01620362978611973,-0.014024746351111715,0
2022-04-18,idio_vol_60,raw,60,-0.01744051632736705,0.001659145559407587,-0.021121891446389172,-0.018426567609976068,-0.017521314891310175,-0.016240006762068444,-0.013998281027783992,0
2022-04-19,idio_vol_60,raw,60,-0.017417538997717197,0.0016085076587389982,-0.021098524220544947,-0.018299195820365544,-0.017463846271137454,-0.016246373436734504,-0.013947380900581093,0
2022-04-20,idio_vol_60,raw,60,-0.01738472194681977,0.001555996773665324,-0.021013030973306448,-0.018241672034880623,-0.017398316051238163,-0.01646072411272364,-0.013800533165360014,0
2022-04-21,idio_vol_60,raw,60,-0.017404862452883564,0.0015358620215737868,-0.020945346797525622,-0.01828603574115763,-0.01737476005263728,-0.01638567262292054,-0.014042547407792316,0
2022-04-22,idio_vol_60,raw,60,-0.017484789437596484,0.0015376106720373208,-0.02073534370319819,-0.018441441848234486,-0.01757859724946823,-0.01658720404786647,-0.013904712780931644,0
2022-04-25,idio_vol_60,raw,60,-0.017480843063444943,0.0015685881873910015,-0.02130838495580048,-0.018275244645884654,-0.017446205306148585,-0.01659500449993799,-0.013766020719862623,0
2022-04-26,idio_vol_60,raw,60,-0.017467275966754896,0.0015215904471459515,-0.02115221611401202,-0.0183759643028013,-0.017477298047942222,-0.01662039680965511,-0.014117506303113,0
2022-04-27,idio_vol_60,raw,60,-0.01744092119988227,0.0015368938392972427,-0.021075478899240063,-0.01821213590834349,-0.017525465823475153,-0.016556385733152205,-0.014115759256950602,0
2022-04-28,idio_vol_60,raw,60,-0.01742722605486855,0.0015687601956051026,-0.020885521877738324,-0.018208441641174373,-0.017514894889436583,-0.01645812038900455,-0.014024743445900377,0
2022-04-29,idio_vol_60,raw,60,-0.017396146156272826,0.0015259343603274602,-0.020693084718211987,-0.018171979266868372,-0.017435465090635552,-0.016435207878979535,-0.013949569249847495,0
2022-05-02,idio_vol_60,raw,60,-0.017361461057203504,0.0014892270871898067,-0.020665725000133636,-0.01820865288352408,-0.017390315548736324,-0.016384241591460597,-0.013985507886240053,0
2022-05-03,idio_vol_60,raw,60,-0.01731712808103144,0.0014790028895107544,-0.020480450297865223,-0.01824864778349827,-0.017314497103648938,-0.016375213689611402,-0.013930588788871103,0
2022-05-04,idio_vol_60,raw,60,-0.01729481609521088,0.0014705805056851016,-0.02034590812628263,-0.018251546447749158,-0.01731882471911809,-0.016284703621326453,-0.013891644659799215,0
2022-05-05,idio_vol_60,raw,60,-0.017278538731779137,0.0014726725592228184,-0.020426257919954283,-0.0181314663691162,-0.017351829052600163,-0.016243288581505762,-0.013824277254372342,0
2022-05-06,idio_vol_60,raw,60,-0.01730869464313456,0.0014219456717832822,-0.020304837646511517,-0.018161214634394383,-0.017378192207530063,-0.01616942592755166,-0.013825123543251345,0
2022-05-09,idio_vol_60,raw,60,-0.01728084929508307,0.0013471529378543984,-0.020572938162266092,-0.018096762793132964,-0.01736534381831497,-0.016289618294914245,-0.014195673782375934,0
2022-05-10,idio_vol_60,raw,60,-0.01734207862131782,0.00139684811854451,-0.020920758912396302,-0.018164190810874843,-0.017473105722099556,-0.016340192138532262,-0.014219464305905,0
2022-05-11,idio_vol_60,raw,60,-0.01735551489792324,0.0014079535474441332,-0.0208477474638029,-0.018254128796971122,-0.017488250164104838,-0.016370209943940867,-0.014212522326696416,0
2022-05-12,idio_vol_60,raw,60,-0.017377450452915798,0.0013838142472375845,-0.020939458588409995,-0.01825343852630966,-0.01753573290723264,-0.01664669550854772,-0.014044816714890036,0
2022-05-13,idio_vol_60,raw,60,-0.01734999891798458,0.0014050454517168227,-0.02110064258184368,-0.018342447304873295,-0.017569666895983414,-0.01672142661206604,-0.01408233221373746,0
2022-05-16,idio_vol_60,raw,60,-0.01736468953679483,0.0013553447284221348,-0.02118883457443757,-0.018244783100111787,-0.017590579516866146,-0.016642482455474835,-0.014047953620351494,0
2022-05-17,idio_vol_60,raw,60,-0.017401302591943914,0.001389807979879811,-0.02117557836776884,-0.018248733260853533,-0.017679326755976096,-0.016573707890947687,-0.014036621135104769,0
2022-05-18,idio_vol_60,raw,60,-0.017441997096701446,0.0014437768678380379,-0.02110793481808782,-0.018303346198040235,-0.017627047125447097,-0.01661197660536543,-0.014026171932581679,0
2022-05-19,idio_vol_60,raw,60,-0.01738843973823783,0.001423139607125767,-0.02108218012281736,-0.018419142963175813,-0.017434969937649304,-0.016608318239815487,-0.014081611820503222,0
2022-05-20,idio_vol_60,raw,60,-0.017373839735497422,0.0014697399452610904,-0.021342884841503845,-0.018144229066694464,-0.017426251598468757,-0.016574737840241594,-0.014084812907072152,0
2022-05-23,idio_vol_60,raw,60,-0.017422343187236934,0.001414398988643941,-0.021327556930867596,-0.018313295644508225,-0.01742505798868231,-0.016657264795993554,-0.014047756884656997,0
2022-05-24,idio_vol_60,raw,60,-0.017410622324790948,0.0014578489285748545,-0.02204466024905901,-0.01833988239084529,-0.017369246267438406,-0.01665515828771478,-0.014261955161024782,0
2022-05-25,idio_vol_60,raw,60,-0.017470009700714516,0.0014878612469456202,-0.02202402350784957,-0.018340782255025754,-0.017421501324222283,-0.01670104544313276,-0.014138731372483596,0
2022-05-26,idio_vol_60,raw,60,-0.01747658319333269,0.0015345211147758265,-0.022084236212182976,-0.018573008057279794,-0.017358283699672766,-0.016732729804681927,-0.013804742944705706,0
2022-05-27,idio_vol_60,raw,60,-0.01745576265928824,0.0015686669942702632,-0.022074613906658297,-0.018392333850637294,-0.017271849190142637,-0.01666301638309422,-0.013808442275696454,0
2022-05-30,idio_vol_60,raw,60,-0.017411380434815115,0.0016271772751587422,-0.02211018855092591,-0.018494621547951538,-0.01733651434447782,-0.016348558836527426,-0.013813429394324232,0
2022-05-31,idio_vol_60,raw,60,-0.01742481336376006,0.0016277153635848149,-0.022082115619264694,-0.018398464924218386,-0.017583141743473682,-0.01638410700452619,-0.013861379095513519,0
2022-06-01,idio_vol_60,raw,60,-0.017445153443865498,0.0016020230428526996,-0.022144597695030584,-0.018364304562097238,-0.017463686124688422,-0.01641682978907414,-0.013936414409972528,0
2022-06-02,idio_vol_60,raw,60,-0.017467807199458653,0.001536030766046161,-0.02076754381824915,-0.018425163091803552,-0.017599166973975077,-0.016399024731017085,-0.014154282944660554,0
2022-06-03,idio_vol_60,raw,60,-0.017416108325234356,0.0015082184777881153,-0.020767477652492695,-0.018476423425364017,-0.017496907365168325,-0.016347257018860507,-0.014371711993517413,0
2022-06-06,idio_vol_60,raw,60,-0.01737813261070092,0.001524633069198848,-0.02104325014760625,-0.018451643444234285,-0.01746371832885675,-0.016413485722365687,-0.013903896973801176,0
2022-06-07,idio_vol_60,raw,60,-0.01735934625553435,0.0014560632822476186,-0.02114228805366697,-0.01842796717955044,-0.017480697494987235,-0.01633659599562281,-0.014170733829955633,0
2022-06-08,idio_vol_60,raw,60,-0.017301452824306104,0.0015138503345124969,-0.021021479111305634,-0.018413600466640916,-0.017528228529004056,-0.016304304438046827,-0.01337279289103671,0
2022-06-09,idio_vol_60,raw,60,-0.017316686312817898,0.0014521935082584207,-0.021435193835547355,-0.01833775935867845,-0.017572620456401247,-0.016288848654063135,-0.013872928338326842,0
2022-06-10,idio_vol_60,raw,60,-0.01731926097940117,0.0014822952439433237,-0.021823283178327105,-0.01832729425824206,-0.017507536003518183,-0.01632970654646623,-0.013916952591758932,0
2022-06-13,idio_vol_60,raw,60,-0.01735306624642547,0.0015054297389987302,-0.02212124449668394,-0.018348628540152553,-0.017474323765155914,-0.016436437471095477,-0.013833773238391986,0
2022-06-14,idio_vol_60,raw,60,-0.017382525425786347,0.001532724814798469,-0.02206740035005801,-0.018530487341680765,-0.01730811005910922,-0.016384390428049563,-0.014123984233617147,0
2022-06-15,idio_vol_60,raw,60,-0.017386987238798703,0.0015355373397782422,-0.022072757738801962,-0.018463309952645793,-0.017369482862147123,-0.01636977355939307,-0.013946681716874833,0
2022-06-16,idio_vol_60,raw,60,-0.01741573449207639,0.0015456501637577933,-0.022280250529320592,-0.018290596209157527,-0.01739078105653197,-0.016581825805168367,-0.013851196499040994,0
2022-06-17,idio_vol_60,raw,60,-0.017407944490590504,0.0015032925540008845,-0.022061385103889424,-0.018366292780755553,-0.017375297763245257,-0.016450738649234627,-0.014344294519247907,0
2022-06-20,idio_vol_60,raw,60,-0.0174734303738437,0.0014830269974978841,-0.021880792438540398,-0.0183476350182609,-0.017352613234907263,-0.01655583359162372,-0.01435836076109309,0
2022-06-21,idio_vol_60,raw,60,-0.017421689153463486,0.0014208589998818545,-0.021312697030224058,-0.018319520579126232,-0.01730864655257676,-0.01662643083279903,-0.01400567847482282,0
2022-06-22,idio_vol_60,raw,60,-0.017431440651315976,0.0014653223894780332,-0.02164780073702712,-0.018263301455395287,-0.017388095892233855,-0.016681603842955625,-0.013990176413262402,0
2022-06-23,idio_vol_60,raw,60,-0.017414077477217803,0.0015025156455739578,-0.021495111256527342,-0.01837508253635831,-0.017396565656091934,-0.016658211860739017,-0.013316983634622121,0
2022-06-24,idio_vol_60,raw,60,-0.017400734424193383,0.0015593982707434544,-0.021385681126182877,-0.01837740255261907,-0.017556594966043983,-0.016608773866939697,-0.013342250637478802,0
2022-06-27,idio_vol_60,raw,60,-0.01745996630896006,0.0015240808083060247,-0.021382269463221554,-0.01835680560256688,-0.01754364196151324,-0.016673009722210787,-0.013362767013566805,0
2022-06-28,idio_vol_60,raw,60,-0.017426713338023887,0.001511190339183164,-0.021452966150945448,-0.018437998439724382,-0.017450208291064685,-0.016635712668638294,-0.013249533666465262,0
2022-06-29,idio_vol_60,raw,60,-0.01744990509160047,0.0014968497419620493,-0.021471028334900135,-0.018429432113570725,-0.01746301997455231,-0.01659957482116639,-0.013234913725687688,0
2022-06-30,idio_vol_60,raw,60,-0.01745287194252227,0.00145519600940412,-0.021488797306410234,-0.018421313575641876,-0.017479967802067273,-0.016720104744840154,-0.01336596323881032,0
2022-07-01,idio_vol_60,raw,60,-0.01746415066369443,0.001437370566185568,-0.021368024931493486,-0.018470337582194796,-0.017487595638734407,-0.016602298282270264,-0.013392664477655995,0
2022-07-04,idio_vol_60,raw,60,-0.017460555402836128,0.0014757498032498466,-0.021978590485489957,-0.018309388457203965,-0.017441632411917006,-0.016442941365975627,-0.01337524332055062,0
2022-07-05,idio_vol_60,raw,60,-0.017465307679748923,0.0014646643898547505,-0.02172063828577912,-0.0182723454457629,-0.017545162319683102,-0.016516330418657507,-0.013428000017811635,0
2022-07-06,idio_vol_60,raw,60,-0.01745716688624318,0.0014111697520497728,-0.02172085055643718,-0.018262666863101087,-0.01750527822867432,-0.01648471126342637,-0.013540631296502405,0
2022-07-07,idio_vol_60,raw,60,-0.01748970525114303,0.0014131963753611899,-0.021772353451782703,-0.018362558276404234,-0.01762484738217577,-0.01648376137376922,-0.01366924614406803,0
2022-07-08,idio_vol_60,raw,60,-0.017485349386305634,0.0014130366467586385,-0.021729525735043626,-0.01834516838614446,-0.017650593090202837,-0.016507917693107416,-0.013816140045994248,0
2022-07-11,idio_vol_60,raw,60,-0.01749370580287187,0.0013756218911782794,-0.021730215355182644,-0.01849101021426093,-0.01739557287025741,-0.01669226284611531,-0.01360725499417204,0
2022-07-12,idio_vol_60,raw,60,-0.017483934598163865,0.0013986483810759088,-0.021626068560224986,-0.018612662080139522,-0.017484821686685102,-0.016560060012701903,-0.013722162710852583,0
2022-07-13,idio_vol_60,raw,60,-0.017537771941895295,0.0014642048796498332,-0.021660439838704915,-0.01848365168619761,-0.01742385103787686,-0.01665848196644279,-0.01378776767151203,0
2022-07-14,idio_vol_60,raw,60,-0.017517527699988048,0.0014449771549930983,-0.021738148509637102,-0.018397645225860418,-0.017233589049225624,-0.016508001899377976,-0.013710294063408325,0
2022-07-15,idio_vol_60,raw,60,-0.017483325704935306,0.0014564225232161123,-0.021522760350288994,-0.018435089798073533,-0.01725921911351568,-0.016630208425568057,-0.013768931643025877,0
2022-07-18,idio_vol_60,raw,60,-0.017480589156385683,0.0015202744405861592,-0.021360058089037636,-0.018392988184370393,-0.017177862617830303,-0.016563299155541687,-0.014274155531328176,0
2022-07-19,idio_vol_60,raw,60,-0.01746160959972269,0.0015724015087983298,-0.021332147249259137,-0.018424503045868318,-0.017207772504049187,-0.01644989446694697,-0.014269358081989612,0
2022-07-20,idio_vol_60,raw,60,-0.017443927408459077,0.0015320699251156213,-0.02103623321502942,-0.018359058336808627,-0.017139167565387626,-0.01644803637528681,-0.014224457857539905,0
2022-07-21,idio_vol_60,raw,60,-0.017449557507721595,0.0014386353311902538,-0.020687586102804568,-0.018279068528227072,-0.01724893314244179,-0.01644153829296492,-0.015006670393816996,0
2022-07-22,idio_vol_60,raw,60,-0.017510735808438586,0.0013886291286189679,-0.020553655649569538,-0.018287887823751483,-0.01724766204299555,-0.016549464057444185,-0.015062971499198559,0
2022-07-25,idio_vol_60,raw,60,-0.0175861506439521,0.0014135211028694164,-0.02100034549501349,-0.018524386569421857,-0.017362382860259516,-0.016544832651449903,-0.015329176452147555,0
2022-07-26,idio_vol_60,raw,60,-0.01760471063710202,0.001428073477318218,-0.02096769665780114,-0.01849308465868402,-0.017333619806782476,-0.016465835441934695,-0.015246230883967166,0
2022-07-27,idio_vol_60,raw,60,-0.01764126923477582,0.0014713666506845156,-0.020982815391737877,-0.018584846726150933,-0.017500479553910167,-0.016386271350997603,-0.015312275624791144,0
2022-07-28,idio_vol_60,raw,60,-0.01768609212727705,0.0014668641528419563,-0.021124255260462937,-0.018636800130283203,-0.017623846571154907,-0.016666887617702568,-0.01499483288735853,0
2022-07-29,idio_vol_60,raw,60,-0.017683348852325764,0.001439608189951425,-0.020939669664427178,-0.018545610693255516,-0.017613717353501535,-0.0167764878279555,-0.015005380242880272,0
2022-08-01,idio_vol_60,raw,60,-0.01768163232632058,0.0014503513699209165,-0.020911085819381742,-0.018541646487484915,-0.017645449354141612,-0.016878930281123524,-0.01470962468241061,0
2022-08-02,idio_vol_60,raw,60,-0.01767752869760589,0.0014856599876780317,-0.021103594456261067,-0.018511023999241982,-0.017611627266449034,-0.01676493486081708,-0.014895452769298613,0
2022-08-03,idio_vol_60,raw,60,-0.01764119421082867,0.0015189523280491743,-0.020899983029814447,-0.018546742898333544,-0.017531286514282908,-0.01671373607027132,-0.0150876925330492,0
2022-08-04,idio_vol_60,raw,60,-0.017610332361079815,0.0016205677437085507,-0.02089239458001282,-0.018772474360447385,-0.017546275452823383,-0.01658769912449077,-0.014433187501305022,0
2022-08-05,idio_vol_60,raw,60,-0.017624452171839312,0.0016326341638169001,-0.02093097980658308,-0.018758724388427933,-0.017508881052965896,-0.016481040865123104,-0.014228616166536942,0
2022-08-08,idio_vol_60,raw,60,-0.01766673392244499,0.0015624497733766798,-0.02080456016001388,-0.018625754372362045,-0.01751436411630886,-0.016598678805174443,-0.014217416078261528,0
2022-08-09,idio_vol_60,raw,60,-0.017642608248903777,0.0015612597696740235,-0.020850758887674115,-0.018665106309214623,-0.017646157726140366,-0.016607977860109608,-0.014118112720137044,0
2022-08-10,idio_vol_60,raw,60,-0.017660597310191782,0.0016024152896997566,-0.021159910448230682,-0.018566148790660784,-0.017706404497823243,-0.016639022784294372,-0.013825834814490496,0
2022-08-11,idio_vol_60,raw,60,-0.017696809057238565,0.001575439439703927,-0.021177989775704998,-0.01862591699512534,-0.01781672877528618,-0.016670871148149607,-0.01389221434786093,0
2022-08-12,idio_vol_60,raw,60,-0.01773675498963005,0.0015375827894081918,-0.020588514722722162,-0.01871940205542789,-0.01783827663538711,-0.016897840603476242,-0.01411805950550066,0
2022-08-15,idio_vol_60,raw,60,-0.01771150745155686,0.0015479564216655916,-0.020572592711294694,-0.01881671500607389,-0.01785111385055775,-0.016762968416284926,-0.014008220547698238,0
2022-08-16,idio_vol_60,raw,60,-0.017756731409409927,0.0015341641951260184,-0.020816367144529394,-0.018844948115477655,-0.017813189677856438,-0.016821071094148106,-0.013917669001509885,0
2022-08-17,idio_vol_60,raw,60,-0.017754124634658232,0.001566602688274688,-0.02084001471262008,-0.018830581842478922,-0.017701620826143603,-0.016910440831466228,-0.014035297000670535,0
2022-08-18,idio_vol_60,raw,60,-0.017808587254691494,0.001508215710795139,-0.020522062905949757,-0.01897719382641815,-0.017987888365074867,-0.016816225493582086,-0.014161150182744973,0
2022-08-19,idio_vol_60,raw,60,-0.017759259842906095,0.0014845603454043156,-0.020396005374016094,-0.018991427778486808,-0.017821379708127433,-0.017036838297891682,-0.013854930444023139,0
2022-08-22,idio_vol_60,raw,60,-0.01778569944328806,0.0014710455769609146,-0.02033958759674975,-0.018967031916531815,-0.017922603921050533,-0.016933019350228166,-0.013738122481375696,0
2022-08-23,idio_vol_60,raw,60,-0.017741137981332842,0.0014279214659984624,-0.02026277978623932,-0.018768189929568607,-0.017864574872098277,-0.0169818533858958,-0.013834009506582826,0
2022-08-24,idio_vol_60,raw,60,-0.0177703316862828,0.0014454100757016917,-0.0210895986713475,-0.018583393004378793,-0.017883879884261426,-0.017013840594585026,-0.013518554803318053,0
2022-08-25,idio_vol_60,raw,60,-0.0177305334343648,0.0014366143459304712,-0.02124898189315918,-0.018468458246895688,-0.017875104728754337,-0.016944982104769718,-0.013934161631220925,0
2022-08-26,idio_vol_60,raw,60,-0.017778008706554337,0.0014557730053991838,-0.021220817382128974,-0.018497529618111817,-0.017717590066986005,-0.017008805121504936,-0.013965503252104623,0
2022-08-29,idio_vol_60,raw,60,-0.017782514063841917,0.001423446307233259,-0.02116827187011129,-0.018612547015358867,-0.017735340399049192,-0.01686686521503012,-0.013950351234717865,0
2022-08-30,idio_vol_60,raw,60,-0.017731740247059636,0.001404683280322828,-0.021081590361669875,-0.01856210494078919,-0.017737252267642535,-0.016872698246573413,-0.013718742010972665,0
2022-08-31,idio_vol_60,raw,60,-0.01777115299854149,0.0013820072946459136,-0.021011057778260102,-0.01869860544512136,-0.017807703993238548,-0.0169127626408035,-0.01381117543226594,0
2022-09-01,idio_vol_60,raw,60,-0.01775798575097541,0.0014255113513708187,-0.02105222135089619,-0.01859662432859954,-0.017729278425835278,-0.016884669802907194,-0.013661577654682339,0
2022-09-02,idio_vol_60,raw,60,-0.017828772941709425,0.0014218369921598652,-0.021051981921491256,-0.018621501549950632,-0.01794463778582933,-0.01690283369980587,-0.013698434755473683,0
2022-09-05,idio_vol_60,raw,60,-0.017772288655856238,0.0013538190382238935,-0.020631405438284338,-0.01857077597882038,-0.017894525291077115,-0.016740094570230547,-0.013740844250762748,0
2022-09-06,idio_vol_60,raw,60,-0.01775315375988655,0.001388252277974397,-0.021019880647779984,-0.018631984315173402,-0.017693946864829967,-0.016854909062594042,-0.013778436420834192,0
2022-09-07,idio_vol_60,raw,60,-0.017811710428327927,0.0014266863798577363,-0.021309733363554288,-0.01880858061747217,-0.01782031531713399,-0.01691106766248728,-0.013779482983447677,0
2022-09-08,idio_vol_60,raw,60,-0.017774034055762406,0.0014543676173555287,-0.021295495664537943,-0.01882804331427925,-0.017854994625724013,-0.01671814922372233,-0.013957651885692058,0
2022-09-09,idio_vol_60,raw,60,-0.017763634304097206,0.0014011363144933496,-0.020718382019338708,-0.01870506365527679,-0.017703130831529197,-0.01664915782330799,-0.01402061117539338,0
2022-01-03,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-04,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-05,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-06,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-07,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-10,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-11,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-12,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-13,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-14,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-17,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-18,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-19,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-20,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-21,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-24,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-25,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-26,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-27,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-28,idio_vol_60,winsorized,0,,,,,,,,0
2022-01-31,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-01,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-02,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-03,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-04,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-07,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-08,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-09,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-10,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-11,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-14,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-15,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-16,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-17,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-18,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-21,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-22,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-23,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-24,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-25,idio_vol_60,winsorized,0,,,,,,,,0
2022-02-28,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-01,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-02,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-03,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-04,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-07,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-08,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-09,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-10,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-11,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-14,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-15,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-16,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-17,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-18,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-21,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-22,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-23,idio_vol_60,winsorized,0,,,,,,,,0
2022-03-24,idio_vol_60,winsorized,0,,,,,,,,0
